Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
4.662004662004662,79,Medium,Medium,Yes,49,72,Low,No,0.2331002331002331,Medium,Medium,Public,Negative,3,No,High School,Near,Male,65
5.128205128205128,62,Medium,High,Yes,49,95,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Negative,2,No,High School,Near,Male,66
3.0303030303030303,93,Low,Medium,No,42,96,High,Yes,0.4662004662004662,High,Medium,Private,Negative,3,No,High School,Near,Female,68
5.128205128205128,100,Medium,Medium,Yes,49,64,Medium,Yes,0.4662004662004662,Low,Medium,Private,Positive,3,No,College,Near,Female,72
4.428904428904429,76,Medium,Low,Yes,42,68,Medium,Yes,0.4662004662004662,High,Medium,Public,Positive,3,No,High School,Moderate,Female,65
2.097902097902098,60,Medium,Low,Yes,42,93,Medium,Yes,0.6993006993006993,Low,High,Private,Neutral,2,No,High School,Moderate,Female,60
3.4965034965034967,67,Medium,Medium,No,56,75,Medium,Yes,0.0,High,High,Public,Negative,4,No,Postgraduate,Near,Female,63
4.195804195804196,86,Low,Low,Yes,63,64,Low,Yes,0.6993006993006993,Low,High,Public,Positive,3,No,High School,Near,Female,66
7.226107226107226,84,Low,Medium,Yes,56,98,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,73
5.361305361305361,92,Medium,Medium,Yes,42,61,Low,Yes,0.9324009324009324,Low,Medium,Public,Positive,4,No,College,Near,Male,71
2.797202797202797,70,Medium,Medium,Yes,42,81,Low,Yes,0.2331002331002331,Low,Medium,Public,Negative,2,Yes,High School,Far,Male,59
5.361305361305361,91,Medium,Low,Yes,42,71,Medium,Yes,1.1655011655011656,Low,High,Public,Neutral,3,No,High School,Moderate,Female,70
2.564102564102564,88,Medium,Low,Yes,49,73,Low,Yes,0.2331002331002331,Medium,Low,Private,Neutral,3,Yes,College,Near,Female,63
6.0606060606060606,73,Medium,Medium,No,42,55,Medium,Yes,0.2331002331002331,Medium,Low,Public,Positive,4,No,Postgraduate,Near,Male,67
3.9627039627039626,82,Low,Medium,Yes,63,63,Medium,Yes,0.4662004662004662,Low,Medium,Private,Neutral,2,No,College,Moderate,Male,65
4.428904428904429,66,Medium,Low,No,49,58,Medium,Yes,1.1655011655011656,Medium,Low,Public,Positive,4,No,College,Moderate,Female,64
6.526806526806527,78,High,Medium,No,56,87,Low,Yes,0.4662004662004662,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,71
2.797202797202797,95,Medium,High,Yes,35,85,Medium,Yes,0.4662004662004662,High,Medium,Public,Negative,2,No,College,Near,Male,70
2.797202797202797,77,Medium,Low,Yes,42,90,Medium,Yes,0.4662004662004662,Medium,Low,Public,Neutral,2,No,High School,Near,Female,63
3.7296037296037294,94,Low,Medium,No,56,85,Medium,Yes,0.6993006993006993,Low,High,Public,Neutral,2,No,High School,Near,Female,68
6.0606060606060606,84,Medium,Medium,Yes,56,56,Medium,No,0.2331002331002331,Medium,Medium,Public,Negative,2,No,College,Near,Female,67
2.564102564102564,68,Medium,High,Yes,35,99,Medium,Yes,0.2331002331002331,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,66
0.6993006993006993,83,High,Low,Yes,49,59,Low,Yes,0.4662004662004662,Medium,High,Public,Positive,5,No,High School,Moderate,Male,63
3.9627039627039626,80,Medium,Medium,Yes,49,68,Medium,Yes,0.0,Medium,Medium,Private,Negative,5,Yes,College,Near,Female,65
5.361305361305361,76,Medium,High,Yes,42,85,Low,Yes,0.4662004662004662,Low,Medium,Public,Positive,3,Yes,High School,Far,Male,66
6.293706293706293,65,Medium,Medium,Yes,56,57,Medium,Yes,0.4662004662004662,Low,Low,Public,Negative,4,No,Postgraduate,Near,Female,65
3.9627039627039626,77,Low,Medium,Yes,35,59,Medium,Yes,0.4662004662004662,Medium,High,Private,Neutral,4,No,High School,Near,Male,65
4.195804195804196,63,High,Low,No,42,94,Medium,Yes,0.4662004662004662,Medium,High,Public,Neutral,2,Yes,High School,Near,Male,63
6.293706293706293,64,Medium,High,No,56,67,Medium,Yes,0.0,Low,Medium,Public,Positive,3,No,High School,Near,Male,65
2.097902097902098,77,Low,High,Yes,49,83,Medium,Yes,0.2331002331002331,Low,High,Private,Neutral,4,Yes,High School,Far,Male,62
4.195804195804196,72,Medium,Medium,Yes,49,93,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,College,Near,Female,66
4.895104895104895,97,Medium,Low,No,49,99,Medium,Yes,0.2331002331002331,High,Medium,Public,Negative,3,No,Postgraduate,Near,Female,71
5.361305361305361,75,Low,Low,Yes,56,61,High,Yes,0.4662004662004662,Low,Medium,Public,Positive,2,No,High School,Far,Female,64
3.9627039627039626,90,Medium,Medium,Yes,56,56,Low,Yes,0.0,Medium,Medium,Private,Neutral,4,No,College,Near,Female,67
4.662004662004662,81,Medium,Medium,No,56,87,Medium,Yes,0.2331002331002331,High,Medium,Private,Neutral,3,No,High School,Near,Male,68
1.1655011655011656,88,Medium,Medium,No,49,59,Medium,Yes,0.6993006993006993,Low,Medium,Public,Negative,3,No,College,Near,Female,63
3.7296037296037294,70,Low,Medium,Yes,42,79,High,Yes,0.0,High,High,Public,Negative,3,No,College,Near,Female,64
5.361305361305361,98,High,High,Yes,42,77,Medium,Yes,0.2331002331002331,Low,High,Public,Neutral,1,No,Postgraduate,Near,Female,74
3.2634032634032635,81,Low,Medium,Yes,35,78,Medium,Yes,0.4662004662004662,High,High,Public,Positive,4,No,Postgraduate,Near,Male,68
4.662004662004662,93,Medium,Medium,Yes,42,82,Low,No,0.2331002331002331,Medium,High,Public,Positive,3,Yes,High School,Moderate,Female,68
5.361305361305361,75,High,High,Yes,42,93,Medium,No,0.4662004662004662,Medium,Low,Public,Neutral,3,No,Postgraduate,Moderate,Female,69
4.195804195804196,64,Low,Medium,Yes,63,64,Medium,Yes,0.9324009324009324,Low,Medium,Public,Negative,4,Yes,High School,Near,Male,61
4.895104895104895,87,Low,High,Yes,35,78,High,Yes,0.2331002331002331,Low,Medium,Private,Positive,2,No,High School,Near,Female,69
3.2634032634032635,60,Low,Low,Yes,63,67,Low,Yes,0.6993006993006993,High,High,Public,Positive,3,No,High School,Near,Female,61
4.428904428904429,79,Medium,High,Yes,49,66,Low,Yes,0.6993006993006993,High,Medium,Public,Positive,3,Yes,High School,Near,Male,67
5.594405594405594,68,Low,High,No,49,51,Medium,Yes,0.0,Low,Low,Private,Neutral,4,No,High School,Near,Female,63
4.895104895104895,85,Medium,Medium,No,56,80,Medium,Yes,0.6993006993006993,Low,High,Public,Positive,3,Yes,College,Moderate,Female,68
3.7296037296037294,99,Medium,Medium,No,35,99,Low,No,0.0,Low,Medium,Private,Neutral,5,No,College,Moderate,Female,68
4.895104895104895,79,Medium,Low,Yes,42,88,Low,Yes,0.4662004662004662,High,Medium,Public,Neutral,1,No,High School,Near,Male,67
5.594405594405594,93,Low,Medium,Yes,35,62,High,Yes,0.2331002331002331,High,Medium,Private,Negative,3,No,College,Moderate,Female,69
1.8648018648018647,80,High,Medium,No,42,86,Medium,Yes,0.4662004662004662,Low,Medium,Public,Neutral,3,No,High School,Near,Male,64
6.293706293706293,80,Low,Low,No,42,65,Low,Yes,0.2331002331002331,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,67
4.195804195804196,97,Medium,High,No,63,88,Low,Yes,0.2331002331002331,High,Medium,Public,Neutral,3,Yes,High School,Near,Female,70
5.361305361305361,96,Low,High,Yes,42,93,Low,Yes,1.1655011655011656,Low,Medium,Public,Negative,4,No,High School,Near,Female,72
6.293706293706293,91,Low,High,No,28,67,Medium,Yes,0.2331002331002331,High,High,Private,Neutral,2,No,High School,Moderate,Female,71
2.797202797202797,72,Medium,Medium,No,42,50,High,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,College,Near,Male,62
3.7296037296037294,82,Medium,Medium,Yes,56,65,High,Yes,0.4662004662004662,Low,Medium,Private,Positive,5,Yes,Postgraduate,Near,Male,67
4.195804195804196,69,Medium,High,Yes,63,60,Medium,Yes,0.6993006993006993,Low,Medium,Public,Negative,2,No,College,Far,Female,64
3.4965034965034967,78,Medium,Medium,Yes,49,81,Medium,Yes,0.0,Medium,Low,Public,Neutral,2,No,High School,Near,Male,64
6.993006993006993,79,High,Medium,No,42,65,Medium,Yes,0.2331002331002331,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Female,70
3.4965034965034967,93,Medium,Medium,Yes,49,52,Medium,Yes,0.6993006993006993,Low,Medium,Public,Negative,5,No,College,Near,Female,68
3.9627039627039626,96,Medium,Medium,No,56,77,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,70
4.895104895104895,77,Medium,Low,Yes,35,94,Low,Yes,0.2331002331002331,Medium,High,Public,Negative,3,No,High School,Far,Male,65
3.0303030303030303,61,Low,Low,No,49,73,Low,Yes,0.4662004662004662,High,Medium,Public,Positive,2,No,High School,Near,Female,59
4.195804195804196,94,Medium,Medium,Yes,49,69,Medium,Yes,0.2331002331002331,Medium,High,Public,Positive,2,No,High School,Far,Female,69
5.128205128205128,67,Medium,Medium,Yes,49,59,High,Yes,0.4662004662004662,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,67
4.195804195804196,85,Medium,High,No,49,69,Medium,Yes,0.4662004662004662,Low,Medium,Private,Positive,4,No,High School,Near,Male,68
4.428904428904429,61,Medium,Medium,No,42,67,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,1,No,College,Near,Male,62
3.9627039627039626,76,High,Medium,No,56,100,Low,No,0.0,High,Medium,Private,Neutral,4,No,High School,Moderate,Male,65
2.564102564102564,99,High,Medium,Yes,49,52,Medium,Yes,0.0,High,High,Private,Neutral,5,No,College,Near,Female,69
5.128205128205128,64,Medium,Medium,Yes,49,62,Medium,Yes,0.6993006993006993,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,65
7.226107226107226,77,High,Low,Yes,35,53,High,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,68
4.662004662004662,72,High,Low,Yes,56,93,Medium,Yes,0.9324009324009324,Low,High,Public,Positive,2,No,High School,Near,Male,68
4.895104895104895,96,High,Medium,Yes,42,71,High,No,0.6993006993006993,Medium,Medium,Public,Negative,3,No,High School,Near,Female,71
5.594405594405594,95,Medium,Low,Yes,63,90,Medium,Yes,0.6993006993006993,Low,Low,Public,Positive,4,No,High School,Moderate,Male,71
2.797202797202797,70,High,Medium,No,35,85,High,Yes,0.2331002331002331,High,Medium,Public,Positive,3,No,Postgraduate,Near,Female,66
6.993006993006993,63,Medium,High,Yes,56,96,Medium,Yes,0.9324009324009324,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Female,71
4.895104895104895,85,Medium,Medium,No,28,51,Low,Yes,0.4662004662004662,Low,Medium,Public,Neutral,3,No,College,Near,Female,66
6.993006993006993,73,High,Low,No,28,60,Medium,Yes,0.0,Low,Low,Private,Positive,4,No,High School,Moderate,Female,66
3.7296037296037294,87,High,High,Yes,42,85,Medium,Yes,0.4662004662004662,Medium,High,Public,Neutral,1,No,High School,Near,Female,69
7.226107226107226,61,Medium,Medium,No,28,79,Medium,Yes,0.0,Low,Low,Public,Positive,3,No,High School,Moderate,Female,65
5.827505827505828,65,High,Low,Yes,56,85,Medium,Yes,0.4662004662004662,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,66
5.361305361305361,87,Medium,Low,No,49,79,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,67
4.895104895104895,68,Medium,Medium,No,63,79,Low,Yes,0.2331002331002331,High,High,Private,Negative,4,No,Postgraduate,Moderate,Female,66
4.428904428904429,94,Medium,Medium,No,49,97,Medium,Yes,0.0,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,69
6.293706293706293,62,High,Low,No,49,96,Medium,Yes,0.4662004662004662,Low,Medium,Public,Neutral,4,No,High School,Near,Male,66
4.895104895104895,69,High,Medium,Yes,49,52,Low,Yes,0.0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,64
1.8648018648018647,100,High,High,Yes,42,71,Medium,Yes,0.0,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,70
3.0303030303030303,77,Low,Medium,Yes,42,76,Low,No,0.2331002331002331,Medium,Low,Private,Neutral,4,No,College,Moderate,Male,62
4.428904428904429,88,Low,Medium,Yes,35,68,High,Yes,0.2331002331002331,Low,Low,Public,Positive,5,No,High School,Moderate,Male,67
5.128205128205128,67,Low,Medium,No,56,52,Medium,Yes,0.2331002331002331,Medium,Low,Public,Negative,2,Yes,College,Moderate,Female,60
4.662004662004662,84,Low,Low,No,49,74,Low,Yes,0.2331002331002331,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,66
6.293706293706293,89,Medium,Medium,Yes,49,99,Medium,Yes,0.0,Medium,High,Public,Positive,2,No,High School,Near,Female,72
1.8648018648018647,73,Medium,High,Yes,70,54,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,High School,Near,Male,63
4.895104895104895,93,Low,Low,Yes,42,91,Low,Yes,0.2331002331002331,High,Medium,Public,Negative,3,No,Postgraduate,Near,Male,69
2.097902097902098,84,High,High,Yes,49,60,High,Yes,0.2331002331002331,Low,Medium,Private,Positive,3,No,College,Moderate,Male,66
5.827505827505828,76,Medium,Medium,Yes,49,79,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,2,No,College,Near,Male,69
4.428904428904429,82,High,Medium,No,63,69,Low,Yes,0.4662004662004662,Medium,Medium,Private,Neutral,3,No,College,Moderate,Male,68
5.361305361305361,83,Medium,Low,No,49,67,Medium,Yes,0.6993006993006993,Low,Low,Public,Negative,4,No,High School,Moderate,Female,66
3.4965034965034967,67,Medium,Medium,Yes,49,94,Low,Yes,0.0,High,Low,Private,Positive,2,No,Postgraduate,Moderate,Male,63
6.526806526806527,76,Medium,Medium,Yes,70,99,High,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,70
6.0606060606060606,74,Medium,Medium,No,42,69,Medium,Yes,0.4662004662004662,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Male,68
5.594405594405594,76,Medium,Medium,Yes,49,82,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,4,No,College,Far,Male,68
4.428904428904429,90,Medium,Medium,No,56,78,Medium,Yes,0.2331002331002331,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,67
5.361305361305361,79,High,High,Yes,42,54,Low,Yes,0.2331002331002331,Low,Medium,Public,Neutral,1,No,High School,Moderate,Male,67
3.7296037296037294,98,High,Low,Yes,56,52,Medium,Yes,0.6993006993006993,Low,High,Public,Neutral,3,No,College,Moderate,Female,69
5.827505827505828,72,Medium,Medium,No,42,89,Low,Yes,0.6993006993006993,Low,High,Public,Neutral,5,No,High School,Near,Male,68
6.993006993006993,77,Medium,Low,Yes,63,70,Medium,Yes,0.0,Medium,High,Public,Neutral,1,No,High School,Moderate,Male,67
6.0606060606060606,91,High,Medium,Yes,56,65,Low,Yes,0.0,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,70
3.7296037296037294,82,High,High,No,49,99,Low,Yes,0.6993006993006993,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,70
5.128205128205128,82,Medium,Low,No,35,54,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,66
2.797202797202797,62,High,High,Yes,42,63,High,Yes,0.0,Low,Medium,Private,Negative,2,No,High School,Near,Male,61
5.361305361305361,76,Low,High,Yes,49,93,Medium,Yes,0.4662004662004662,Low,Medium,Public,Negative,2,No,College,Near,Male,68
5.361305361305361,71,Low,Medium,Yes,56,71,Low,Yes,0.2331002331002331,Low,Low,Public,Neutral,2,No,Postgraduate,Near,Female,64
2.097902097902098,100,Low,Low,No,49,79,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,66
3.0303030303030303,72,Low,High,Yes,56,52,Medium,Yes,0.6993006993006993,High,High,Private,Positive,4,No,High School,Near,Male,65
4.195804195804196,95,Medium,High,No,56,96,Medium,Yes,0.6993006993006993,Medium,Low,Public,Negative,6,No,Postgraduate,Near,Male,73
4.195804195804196,87,Low,Low,No,56,57,Medium,No,0.6993006993006993,High,High,Public,Positive,4,No,High School,Near,Male,66
3.0303030303030303,74,High,High,Yes,49,61,Medium,Yes,0.4662004662004662,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,65
5.128205128205128,82,Medium,High,Yes,49,58,Medium,Yes,0.0,Medium,Medium,Public,Negative,4,No,College,Near,Male,68
5.128205128205128,94,Medium,Medium,Yes,49,75,Low,Yes,0.0,Low,High,Public,Neutral,3,No,High School,Near,Male,69
4.428904428904429,95,Low,High,Yes,42,91,High,Yes,0.2331002331002331,Medium,High,Public,Neutral,4,No,College,Near,Male,72
3.4965034965034967,66,Medium,Medium,No,63,63,Medium,Yes,0.6993006993006993,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,63
6.0606060606060606,74,Low,Medium,No,56,57,Medium,Yes,0.0,Medium,Medium,Private,Positive,1,No,High School,Near,Male,65
6.993006993006993,73,High,Medium,Yes,63,70,Low,Yes,0.0,Medium,Medium,Public,Negative,4,No,College,Near,Male,69
3.9627039627039626,62,High,Low,No,42,99,Medium,Yes,0.4662004662004662,Medium,Medium,Private,Negative,3,No,High School,Far,Female,62
3.7296037296037294,84,Medium,High,Yes,56,51,Low,Yes,0.0,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,66
5.361305361305361,94,Low,Low,Yes,63,75,Medium,Yes,0.6993006993006993,Low,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,69
4.195804195804196,75,High,Medium,Yes,63,83,Medium,Yes,0.4662004662004662,Low,Medium,Public,Positive,4,Yes,Postgraduate,Moderate,Female,67
4.428904428904429,90,Medium,High,Yes,35,90,Low,Yes,0.0,Low,Medium,Public,Neutral,2,No,College,Far,Female,94
5.594405594405594,85,Medium,Medium,Yes,49,87,High,Yes,0.4662004662004662,Medium,Medium,Private,Neutral,2,No,High School,Near,Female,71
2.097902097902098,75,Medium,Medium,No,49,54,Low,Yes,0.4662004662004662,Low,Medium,Public,Positive,4,No,High School,Near,Female,61
6.526806526806527,66,High,Medium,Yes,63,73,Medium,Yes,0.4662004662004662,Low,Medium,Public,Positive,2,No,College,Near,Male,68
4.662004662004662,88,Medium,Medium,No,28,54,Low,Yes,0.0,High,Low,Public,Negative,4,No,High School,Near,Male,66
4.195804195804196,94,High,High,Yes,35,81,Medium,Yes,0.0,High,Low,Public,Negative,5,No,High School,Near,Female,71
4.428904428904429,87,Low,Medium,No,63,54,Low,Yes,0.6993006993006993,Low,High,Public,Positive,4,No,High School,Moderate,Female,66
4.662004662004662,61,Low,Medium,No,42,52,Medium,Yes,0.4662004662004662,Low,Low,Private,Negative,2,No,Postgraduate,Near,Male,60
2.331002331002331,69,Medium,Medium,Yes,35,65,Low,Yes,0.0,Medium,Medium,Private,Positive,3,No,High School,Near,Female,60
6.75990675990676,63,Low,Low,Yes,63,97,High,No,0.6993006993006993,Medium,High,Public,Negative,3,No,High School,Near,Male,66
4.662004662004662,83,Medium,Low,Yes,35,85,Medium,Yes,0.2331002331002331,High,High,Public,Neutral,2,No,College,Far,Male,67
5.361305361305361,90,Low,Low,No,63,50,Low,Yes,0.9324009324009324,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,67
6.0606060606060606,64,Medium,Medium,No,35,64,Medium,Yes,0.4662004662004662,High,Medium,Public,Negative,1,No,High School,Near,Male,64
3.2634032634032635,94,Medium,Medium,No,35,51,Medium,Yes,0.0,Medium,High,Public,Neutral,3,No,College,Near,Male,66
5.361305361305361,82,High,Low,No,49,65,High,Yes,0.2331002331002331,Medium,High,Public,Negative,3,No,High School,Near,Female,68
4.195804195804196,88,High,Low,Yes,42,84,Medium,Yes,0.2331002331002331,Medium,High,Public,Positive,3,No,Postgraduate,Moderate,Female,70
5.827505827505828,99,High,Medium,Yes,49,88,Medium,Yes,0.6993006993006993,Low,Medium,Private,Positive,4,No,College,Moderate,Female,75
1.6317016317016317,63,High,High,Yes,70,90,Medium,Yes,0.0,Low,Medium,Private,Positive,2,Yes,High School,Moderate,Male,86
4.428904428904429,96,Medium,Medium,Yes,49,95,High,Yes,0.6993006993006993,Medium,High,Private,Negative,3,No,College,Near,Female,73
3.7296037296037294,65,Medium,Low,No,63,68,Medium,Yes,0.2331002331002331,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,61
5.361305361305361,76,High,High,No,49,93,Medium,Yes,0.0,Medium,Medium,Private,Negative,6,No,High School,Moderate,Male,68
5.361305361305361,94,Medium,High,No,56,86,Medium,Yes,0.2331002331002331,Low,High,Public,Neutral,0,No,College,Far,Female,70
3.7296037296037294,96,Medium,Medium,Yes,28,77,High,Yes,0.2331002331002331,High,High,Public,Positive,2,No,High School,Near,Male,71
3.7296037296037294,80,High,Medium,Yes,56,98,High,Yes,0.4662004662004662,Medium,High,Private,Positive,4,No,Postgraduate,Near,Male,71
4.428904428904429,84,Medium,Medium,No,56,97,High,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,1,Yes,College,Near,Male,68
3.4965034965034967,88,High,High,Yes,42,95,Medium,Yes,0.4662004662004662,Low,Medium,Public,Negative,4,No,High School,Near,Female,70
5.827505827505828,93,Medium,Medium,Yes,70,60,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,70
4.195804195804196,65,Medium,High,Yes,42,60,Low,Yes,0.0,Medium,High,Private,Neutral,3,No,High School,Moderate,Female,62
0.6993006993006993,92,High,Low,Yes,35,95,High,Yes,0.6993006993006993,Medium,Medium,Public,Neutral,1,No,Postgraduate,Near,Female,67
4.195804195804196,79,Medium,Medium,No,56,70,High,Yes,0.6993006993006993,Medium,Medium,Public,Positive,3,No,College,Near,Female,68
3.2634032634032635,78,High,High,Yes,35,90,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,68
2.331002331002331,77,High,High,No,49,84,Low,Yes,0.4662004662004662,Low,High,Private,Neutral,1,No,High School,Far,Male,64
3.0303030303030303,80,Medium,High,No,63,88,Medium,Yes,0.2331002331002331,High,High,Public,Positive,3,No,Postgraduate,Near,Male,68
4.895104895104895,98,Low,High,Yes,56,51,Medium,Yes,0.0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,69
6.526806526806527,82,Medium,High,No,49,71,Low,Yes,0.2331002331002331,Medium,High,Public,Neutral,3,No,High School,Near,Male,70
5.128205128205128,98,Medium,Medium,Yes,42,93,Medium,Yes,0.9324009324009324,Low,Medium,Public,Neutral,4,No,High School,Near,Female,73
3.7296037296037294,67,High,Medium,Yes,63,74,Medium,Yes,0.2331002331002331,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,66
5.361305361305361,89,Low,Medium,No,35,85,Low,Yes,0.0,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,68
3.9627039627039626,92,Low,Medium,Yes,56,88,High,No,0.2331002331002331,High,Medium,Public,Neutral,3,No,High School,Near,Female,68
3.7296037296037294,87,Low,Medium,Yes,70,56,Low,Yes,0.4662004662004662,Medium,High,Private,Neutral,0,No,Postgraduate,Moderate,Female,65
3.0303030303030303,84,Medium,Medium,Yes,56,58,High,Yes,0.4662004662004662,Low,Low,Public,Neutral,3,No,Postgraduate,Near,Female,66
2.097902097902098,83,High,Low,Yes,49,86,Medium,Yes,0.0,Low,Medium,Public,Negative,1,No,College,Far,Female,62
4.195804195804196,94,Low,Low,Yes,49,53,Low,Yes,0.6993006993006993,Medium,High,Private,Neutral,2,No,High School,Near,Female,67
4.895104895104895,93,Medium,High,Yes,42,67,High,Yes,0.2331002331002331,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,73
4.428904428904429,65,Medium,Low,Yes,42,96,Medium,Yes,0.4662004662004662,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Male,65
4.195804195804196,94,High,Low,No,49,79,High,Yes,0.4662004662004662,High,Medium,Private,Neutral,4,No,High School,Near,Female,70
3.2634032634032635,77,High,Medium,Yes,56,96,Medium,Yes,0.6993006993006993,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,68
5.594405594405594,70,High,Medium,Yes,63,65,Medium,Yes,0.6993006993006993,Medium,Low,Private,Positive,3,No,High School,Moderate,Male,67
2.797202797202797,95,Low,Medium,Yes,28,82,High,Yes,0.4662004662004662,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,66
5.827505827505828,77,Medium,Low,No,28,64,Low,Yes,0.6993006993006993,Low,Medium,Public,Neutral,4,Yes,College,Near,Female,65
3.2634032634032635,92,High,Low,Yes,63,56,Low,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,66
3.4965034965034967,71,High,High,No,49,100,Low,Yes,0.4662004662004662,Low,Low,Public,Neutral,4,No,High School,Near,Male,66
2.564102564102564,60,Medium,High,No,49,59,High,Yes,0.4662004662004662,Low,Medium,Public,Positive,1,No,College,Moderate,Male,60
3.9627039627039626,80,High,Low,Yes,56,59,Medium,Yes,0.0,High,High,Public,Negative,4,No,College,Near,Female,66
6.0606060606060606,64,High,Medium,Yes,49,92,Low,Yes,0.4662004662004662,Low,High,Private,Positive,4,No,College,Moderate,Female,68
5.361305361305361,90,Medium,Medium,Yes,70,90,Low,Yes,0.6993006993006993,Low,Medium,Public,Positive,5,No,High School,Near,Male,72
6.0606060606060606,71,Low,High,No,56,99,Medium,No,0.2331002331002331,Medium,Medium,Public,Positive,3,No,College,Near,Male,68
5.361305361305361,78,Medium,Medium,Yes,42,54,High,Yes,0.0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,67
3.0303030303030303,63,High,Medium,No,42,55,High,Yes,0.0,Medium,Low,Public,Positive,4,No,Postgraduate,Near,Male,62
4.195804195804196,71,Medium,Medium,No,49,72,High,Yes,0.0,High,High,Public,Positive,5,No,College,Moderate,Female,66
3.4965034965034967,91,High,Medium,No,42,80,Medium,Yes,0.0,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,69
6.526806526806527,66,Medium,Medium,No,70,52,Low,Yes,0.0,Low,High,Public,Positive,3,No,High School,Near,Male,64
3.0303030303030303,86,Low,Medium,No,49,58,Medium,No,0.0,Medium,Medium,Private,Positive,3,No,High School,Near,Male,63
5.827505827505828,97,Low,High,Yes,35,85,Medium,Yes,0.4662004662004662,High,Medium,Public,Positive,2,No,High School,Near,Male,74
5.827505827505828,87,High,Medium,Yes,56,83,Medium,Yes,0.0,Medium,High,Private,Positive,4,No,College,Moderate,Male,72
7.226107226107226,92,Medium,Medium,Yes,63,54,Medium,No,0.2331002331002331,Low,Medium,Private,Positive,3,No,College,Near,Male,71
4.195804195804196,64,Low,High,Yes,63,97,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Negative,3,No,High School,Moderate,Female,64
5.594405594405594,70,High,High,No,42,63,Low,No,0.0,Low,Medium,Public,Neutral,3,No,High School,Near,Male,65
7.925407925407925,96,Medium,Medium,Yes,35,94,High,Yes,0.2331002331002331,Medium,High,Public,Negative,5,Yes,High School,Moderate,Female,75
3.7296037296037294,89,High,Medium,No,63,96,Medium,Yes,0.4662004662004662,Medium,Low,Public,Positive,3,No,College,Far,Male,69
